event_type,job,task,machine,status,priority
TASK,6293833207,0,1465864090.0,4,8,1164
TASK,6293699555,1771,1436533873.0,5,1,1165
TASK,6293833166,11,907849.0,1,9,1166
TASK,6293833166,9,6608636.0,3,9,1167
TASK,6293832961,14,257498611.0,4,4,1168
TASK,6293832961,7,1806430597.0,4,4,1169
TASK,6293665038,31,1271465.0,4,4,1170
TASK,6293699555,1771,705779.0,1,1,1171
TASK,515042969,20,1332302.0,1,0,1172
TASK,6292176638,721,30788023.0,4,0,1173
TASK,6293833166,22,7311318.0,3,9,1174
TASK,6293833166,18,484766849.0,3,9,1175
TASK,6293832961,3,418691.0,4,4,1176
TASK,6293665038,172,1471498491.0,4,4,1177
TASK,6293833166,39,7777253.0,3,9,1178
TASK,6293833166,9,2886711045.0,1,9,1179
TASK,6293835464,0,1429144447.0,1,8,1180
TASK,6293835484,0,1301818.0,1,8,1181
TASK,6293835517,0,156579103.0,1,8,1182
TASK,6293835554,0,3004431774.0,1,8,1183
TASK,6293835557,0,6566577.0,1,8,1184
TASK,6293835597,0,32054995.0,1,8,1185
TASK,6293835614,0,30789302.0,1,8,1186
TASK,6293835391,0,38751546.0,1,4,1187
TASK,6293835391,1,309438151.0,1,4,1188
TASK,6293835391,2,2511817074.0,1,4,1189
TASK,6293835391,3,284757903.0,1,4,1190
TASK,6293835391,4,902367.0,1,4,1191
TASK,6293835391,5,487397.0,1,4,1192
TASK,6293835391,6,1094638.0,1,4,1193
TASK,6293835391,7,1093607.0,1,4,1194
TASK,6293835391,8,47970830.0,1,4,1195
TASK,6293835391,9,711426.0,1,4,1196
TASK,6293835391,10,3933681829.0,1,4,1197
TASK,6293835391,11,778700158.0,1,4,1198
TASK,6293835391,12,904769.0,1,4,1199
TASK,6293835391,13,572193620.0,1,4,1200
TASK,6293835391,14,6608782.0,1,4,1201
TASK,6277511984,2607,5782494.0,2,0,1202
TASK,6293835299,0,5782494.0,1,8,1203
TASK,6293835486,0,5782494.0,1,4,1204
TASK,6293835486,1,32077416.0,1,4,1205
TASK,6293835486,2,4820094627.0,1,4,1206
TASK,6293835486,3,6566938.0,1,4,1207
TASK,6293835486,4,367886004.0,1,4,1208
TASK,6293835486,5,16917232.0,1,4,1209
TASK,6293835486,6,38744088.0,1,4,1210
TASK,6293835486,7,376288168.0,1,4,1211
TASK,6293835486,8,1271783.0,1,4,1212
TASK,6293835486,9,351622865.0,1,4,1213
TASK,6293835486,10,227418952.0,1,4,1214
TASK,6293835486,11,351636149.0,1,4,1215
TASK,6293835486,12,17983564.0,1,4,1216
TASK,6293835486,13,599614.0,1,4,1217
TASK,6293835486,14,1093557.0,1,4,1218
TASK,6293832961,2,905277.0,4,4,1219
TASK,6293833166,18,38742685.0,1,9,1220
TASK,6293833166,22,3868315939.0,1,9,1221
TASK,6293833166,39,2260121343.0,1,9,1222
TASK,515042969,4,6569544.0,1,0,1223
TASK,515042969,6,6641442.0,1,0,1224
TASK,515042969,21,317497174.0,1,0,1225
TASK,6293832961,11,8052789.0,4,4,1226
TASK,6292919804,121,332582575.0,4,4,1227
TASK,6293833166,35,3504266741.0,3,9,1228
TASK,6293832961,4,2098891364.0,4,4,1229
TASK,6292176638,645,5297578380.0,4,0,1230
TASK,6293665038,248,4304767974.0,4,4,1231
TASK,6293836163,0,1343503.0,1,0,1232
TASK,6292919804,112,1272653.0,4,4,1233
TASK,6274166915,0,906987.0,3,9,1234
TASK,6293833166,35,6607770.0,1,9,1235
TASK,515042969,3,336068348.0,1,0,1236
TASK,6293832961,6,400612000.0,4,4,1237
TASK,6292176638,309,317495561.0,4,0,1238
TASK,6292919804,43,38769617.0,4,4,1239
TASK,6274166915,0,1340967.0,1,9,1240
TASK,515042969,7,5780326.0,1,0,1241
TASK,6293665038,537,501461715.0,4,4,1242
TASK,6293833166,23,1274749.0,3,9,1243
TASK,515042969,18,30790399.0,1,0,1244
TASK,5285926325,0,294901671.0,3,9,1245
TASK,6293766641,83,317495557.0,4,4,1246
TASK,6293833166,15,6194697916.0,3,9,1247
TASK,6293833166,23,207926898.0,1,9,1248
TASK,515042969,5,903497.0,1,0,1249
TASK,515042969,16,770559054.0,1,0,1250
TASK,6293823795,0,711937.0,4,0,1251
TASK,6293832961,0,16918659.0,4,4,1252
TASK,6277511984,2601,2698472324.0,2,0,,1253
TASK,6277511984,1201,4820362701.0,1,0,1254
TASK,6294642488,0,336037235.0,4,4,1255
TASK,515042969,11,6641442.0,1,0,1256
TASK,515042969,20,5069081635.0,1,0,1257
TASK,515042969,21,348348932.0,1,0,1258
TASK,6293549516,17,6567494.0,3,0,1259
TASK,6293549516,17,1094639.0,1,0,1260
TASK,515042969,24,67803142.0,1,0,1261
TASK,6292939904,82,451268260.0,4,4,1262
TASK,6294640257,0,1340153.0,4,0,1263
TASK,6277511984,2250,17983318.0,2,0,1264
TASK,6277511984,980,17983318.0,2,0,1265
TASK,6294643639,0,17983318.0,1,8,1266
TASK,515042969,22,1429210828.0,1,0,1267
TASK,4974634423,237,4820223735.0,5,9,1268
TASK,6294645027,0,1272596.0,1,1,1269
TASK,515042969,5,1093250.0,1,0,1270
TASK,6277511984,1201,4820362701.0,2,0,1271
TASK,4974634423,237,4820362701.0,1,9,1272
TASK,515042969,23,431039295.0,1,0,1273
TASK,4974637317,160,4820072706.0,5,9,1274
TASK,6293816539,29,348709277.0,3,9,1275
TASK,6294642408,0,711886.0,4,4,1276
TASK,515042969,1,8055070.0,1,0,1277
TASK,515042969,10,431073205.0,1,0,1278
TASK,5285926325,0,705706.0,3,9,1279
TASK,6292939904,30,1271474.0,4,4,1280
TASK,515042969,7,38672922.0,1,0,1281
TASK,5285926325,0,84899647.0,1,9,1282
TASK,6277511984,2271,30790109.0,2,0,,1283
TASK,6277511984,2989,1332256.0,1,0,1284
TASK,6294842843,16,214884212.0,4,0,1285
TASK,515042969,8,2097465628.0,1,0,1286
TASK,515042969,12,6565341.0,1,0,1287
TASK,515042969,19,6565183.0,1,0,1288
TASK,6294844868,28,682246.0,4,0,1289
TASK,6294846939,5,5476776856.0,4,0,1290
TASK,6294845860,25,1807069.0,4,0,1291
TASK,6294856127,0,708486758.0,1,1,1292
TASK,515042969,2,4550606091.0,1,0,1293
TASK,6294844868,34,905603.0,4,0,1294
TASK,6294846939,62,1306115.0,4,0,1295
TASK,6294844868,10,311349436.0,4,0,1296
TASK,6294844868,14,336055579.0,4,0,1297
TASK,6294844868,40,4469943687.0,4,0,1298
TASK,6294844868,96,905022.0,4,0,1299
TASK,6294844868,128,1271732.0,4,0,1300
TASK,5402488769,2762,711417.0,2,0,1301
TASK,6294844868,72,370136256.0,4,0,1302
TASK,6294846939,31,904813.0,4,0,1303
TASK,6294844868,97,25639363.0,4,0,1304
TASK,6277511984,2989,1332256.0,2,0,1305
TASK,6294855635,0,1332256.0,1,8,1306
TASK,6294844868,56,5773350.0,4,0,1307
TASK,6294844868,126,336036388.0,4,0,1308
TASK,6294842843,4,6568396.0,4,0,1309
TASK,6294844868,29,438722692.0,4,0,1310
TASK,6294844868,77,4002037461.0,4,0,1311
TASK,6294845860,66,907930.0,4,0,1312
TASK,6294844868,124,284757930.0,4,0,1313
TASK,6294855750,1,38676318.0,1,4,1314
TASK,6294855750,2,1093516.0,1,4,1315
TASK,6294855750,3,294847240.0,1,4,1316
TASK,6294855750,4,6658177.0,1,4,1317
TASK,6294855750,5,288787841.0,1,4,1318
TASK,6294855750,6,682843.0,1,4,1319
TASK,6294855750,7,1095258.0,1,4,1320
TASK,6294855750,8,1436297886.0,1,4,1321
TASK,6294855750,9,351613867.0,1,4,1322
TASK,6294855750,10,257498558.0,1,4,1323
TASK,6294855750,11,257496026.0,1,4,1324
TASK,6294855750,12,449889500.0,1,4,1325
TASK,6294855750,13,1429167789.0,1,4,1326
TASK,6294855750,14,1436543214.0,1,4,1327
TASK,515042969,10,1093558.0,1,0,1328
TASK,515042969,23,3137362752.0,1,0,1329
TASK,5402488769,2762,4820136839.0,1,0,1330
TASK,6294856055,0,431038863.0,1,0,1331
TASK,6294856352,0,6566414.0,1,0,1332
TASK,6294846939,55,672514.0,4,0,1333
TASK,6294845860,24,1335043.0,4,0,1334
TASK,6294845860,70,61712248.0,4,0,1335
TASK,6294846939,28,1436548397.0,4,0,1336
TASK,6294844868,129,5771791.0,4,0,1337
TASK,6294844868,25,1323319.0,4,0,1338
TASK,6294844868,71,6566977.0,4,0,1339
TASK,5402488769,1748,257388821.0,2,0,1340
TASK,6277511984,2362,711597.0,2,0,,1341
TASK,6298536464,865,6641438.0,1,1,1342
TASK,515042969,3,2055780824.0,1,0,1343
TASK,515042969,4,351604750.0,1,0,1344
TASK,515042969,6,294771706.0,1,0,1345
TASK,6298538482,1674,1436350719.0,2,1,1346
TASK,6282507089,1192,1436350719.0,2,0,1347
TASK,4969889774,34,1436350719.0,1,9,1348
TASK,515042969,20,1436350719.0,1,0,1349
TASK,5402488769,3117,8146607.0,1,0,1350
TASK,5494054149,288,4820013687.0,1,0,1351
TASK,5912313637,3,1269896.0,1,0,1352
TASK,5950955866,4,317488703.0,1,0,1353
TASK,5966089485,211,682863.0,1,0,1354
TASK,5966089485,362,2849213.0,1,0,1355
TASK,6114773114,1889,1436808073.0,1,0,1356
TASK,6298656426,0,418588.0,3,9,1357
TASK,6274166915,0,1094507.0,1,9,1358
TASK,6298685208,0,280876780.0,1,8,1359
TASK,6298538482,136,38663466.0,1,1,1360
TASK,6298538482,1674,1436350719.0,1,1,1361
TASK,515042969,7,602953.0,1,0,1362
TASK,515042969,12,3357722950.0,1,0,1363
TASK,515042969,16,1338610.0,1,0,1364
TASK,6282507089,103,30270662.0,1,0,1365
TASK,6282507089,1192,38709566.0,1,0,1366
TASK,6298648397,68,3324432198.0,4,4,1367
TASK,6298236578,4628,1436371121.0,5,4,1368
TASK,6298685288,0,280876780.0,1,4,1369
TASK,6298685288,1,4820140214.0,1,4,1370
TASK,6298685288,2,31082805.0,1,4,1371
TASK,6298685288,3,3407946425.0,1,4,1372
TASK,6298685288,4,927893816.0,1,4,1373
TASK,6298685346,0,4303173664.0,1,0,1374
TASK,6298236578,4628,1391350902.0,1,4,1375
TASK,515042969,25,257347892.0,1,0,1376
TASK,6298685836,0,272173894.0,1,1,1377
TASK,515042969,14,16919389.0,1,0,1378
TASK,6298236578,5723,4820092284.0,5,4,1379
TASK,6298236578,5723,717315.0,1,4,1380
TASK,4857080139,93,38676318.0,2,2,1381
TASK,6298455643,588,38676318.0,1,4,1382
TASK,5605068517,0,400453167.0,2,1,1383
TASK,6295426228,1,400453167.0,2,1,1384
TASK,28185708,1,400453167.0,2,1,1385
TASK,4969889774,35,400453167.0,1,9,1386
TASK,6298674003,0,323423068.0,4,1,1387
TASK,5202600139,1,336055587.0,5,1,1388
TASK,4857080139,93,336055587.0,1,2,1389
TASK,28185708,1,336055276.0,1,1,1390
TASK,5605068517,0,336032553.0,1,1,1391
TASK,6295426228,1,3868315939.0,1,1,1392
TASK,515042969,17,257333225.0,1,0,1393
TASK,4297552690,0,1436749011.0,3,9,1394
TASK,6298236578,4360,1273845.0,5,4,1395
TASK,4297552690,0,1439104436.0,1,9,1396
TASK,515042969,0,1436325665.0,1,0,1397
TASK,515042969,2,257330792.0,1,0,1398
TASK,6298236578,1561,3306138990.0,2,4,1399
TASK,4476805516,844,3306138990.0,1,9,1400
TASK,6298236578,4063,1629793515.0,2,4,1401
TASK,6298236578,4360,257500428.0,1,4,1402
TASK,6298648397,76,294941277.0,4,4,1403
TASK,6298236578,1561,288806459.0,1,4,1404
TASK,6298236578,4063,2595183881.0,1,4,1405
TASK,6298633047,0,3832640.0,8,2,1406
TASK,5285926325,0,257496026.0,3,9,1407
TASK,6298619201,94,332422683.0,4,1,1408
TASK,6298455256,86,336053492.0,2,4,1409
TASK,5285926325,0,329158773.0,1,9,1410
TASK,6298685836,0,272173894.0,4,1,1411
TASK,6133390513,313,1272048.0,5,1,1412
TASK,515042969,19,84847796.0,1,0,1413
TASK,515042969,24,207836408.0,1,0,1414
TASK,4695853952,0,336053492.0,1,0,1415
TASK,6298538482,1083,3325378525.0,2,1,1416
TASK,6298236578,2402,1735230.0,5,4,1417
TASK,6298686236,0,330259834.0,1,9,1418
TASK,6133390513,313,1094921.0,1,1,1419
TASK,515042969,1,704532499.0,1,0,1420
TASK,515042969,13,5781901.0,1,0,1421
TASK,6035592839,1,317808394.0,2,0,1422
TASK,3536441868,0,317808394.0,1,9,1423
TASK,6298236578,2402,1391008303.0,1,4,1424
TASK,6298538482,1083,564442388.0,1,1,1425
TASK,5950955866,7,3325378525.0,1,0,1426
TASK,6298686273,0,1339602.0,1,0,1427
TASK,6298535501,4,4302245502.0,3,9,1428
TASK,6298535501,2,1095047.0,3,9,1429
TASK,6298679970,0,2595888969.0,4,9,1430
TASK,6035592839,1,67.0,1,0,1431
TASK,6298686302,0,38699472.0,1,0,1432
TASK,6298684605,0,903066.0,4,0,1433
TASK,6298684556,0,903066.0,4,1,1434
TASK,6298684664,0,336069333.0,5,0,1435
TASK,6298648397,75,317468385.0,4,4,1436
TASK,6298648397,41,257351342.0,4,4,1437
TASK,515042969,8,3349183882.0,1,0,1438
TASK,515042969,10,13007409.0,1,0,1439
TASK,515042969,15,13007409.0,1,0,1440
TASK,515042969,18,5773924.0,1,0,1441
TASK,6298686367,0,4304177436.0,1,0,1442
TASK,6298686367,1,766872184.0,1,0,1443
TASK,515042969,9,4337998263.0,1,0,1444
TASK,515042969,26,2787003307.0,1,0,1445
TASK,6277511984,232,294816857.0,2,0,1446
TASK,6238732936,0,294816857.0,1,1,1447
TASK,515042969,6,336025730.0,1,0,1448
TASK,515042969,21,904209.0,1,0,1449
TASK,5022579678,235,3306138990.0,2,9,1450
TASK,6298686468,0,1094507.0,1,0,1451
TASK,6298686468,1,4477557836.0,1,0,1452
TASK,6298686468,2,400426622.0,1,0,1453
TASK,5022579678,235,3306138990.0,1,9,1454
TASK,515042969,4,1275161.0,1,0,1455
TASK,515042969,16,351604750.0,1,0,1456
TASK,515042969,7,602953.0,1,0,1457
TASK,515042969,12,3357722950.0,1,0,1458
TASK,515042969,11,266695914.0,1,0,1459
TASK,515042969,22,351605900.0,1,0,1460
TASK,515042969,23,257388826.0,1,0,1461
TASK,6298686561,0,4469364143.0,1,0,1462
TASK,6298236578,3432,1436680088.0,5,4,1463
TASK,6298236578,3540,1331699.0,5,4,1464
TASK,6298236578,3432,4820309577.0,1,4,1465
TASK,515042969,5,257347892.0,1,0,1466
TASK,515042969,14,3935488540.0,1,0,1467
TASK,515042969,25,16919389.0,1,0,1468
TASK,6298648397,39,336021538.0,4,4,1469
TASK,6298236578,3540,38663832.0,1,4,1470
TASK,6298686370,0,6641438.0,1,4,1471
TASK,515042969,3,2055780824.0,1,0,1472
TASK,515042969,20,3325378525.0,1,0,1473
TASK,6274166915,0,1094507.0,3,9,1474
TASK,6274166915,0,906376.0,1,9,1475
TASK,6298648397,48,38637371.0,4,4,1476
TASK,515042969,0,294771706.0,1,0,1477
TASK,6298633047,0,3832640.0,5,2,1478
TASK,5351216167,0,1272048.0,2,1,1479
TASK,5351216484,0,1272048.0,2,1,1480
TASK,3816556374,11,1272048.0,2,1,1481
TASK,5351216030,78,1272048.0,2,1,1482
TASK,5494054149,154,1272048.0,2,0,1483
TASK,6282507089,998,1272048.0,2,0,1484
TASK,6298455256,86,1272048.0,1,4,1485
TASK,6298683259,0,1320019.0,4,1,1486
TASK,5576497561,0,3832640.0,1,0,1487
TASK,6298686236,0,330259834.0,4,9,1488
TASK,6298648397,27,4820240231.0,4,4,1489
TASK,3816556374,11,1272048.0,1,1,1490
TASK,5351216030,78,6565047.0,1,1,1491
TASK,5351216167,0,82814637.0,1,1,1492
TASK,5351216484,0,4302831885.0,1,1,1493
TASK,5494054149,154,5781243.0,1,0,1494
TASK,6282507089,998,82756231.0,1,0,1495
TASK,5285926325,0,329158773.0,3,9,1496
TASK,515042969,6,336025730.0,1,0,1497
TASK,6298236578,477,416538759.0,5,4,1498
TASK,5285926325,0,257504349.0,1,9,1499
TASK,515042969,1,704532499.0,1,0,1500
TASK,6298236578,477,294854993.0,1,4,1501
TASK,5567180387,226,1272896.0,2,0,1502
TASK,6298535501,2,1272896.0,1,9,1503
TASK,6298536464,198,3324269797.0,2,1,,1504
TASK,6277511984,279,4820096646.0,1,0,1505
TASK,6299836310,1104,4820028611.0,1,0,1506
TASK,6299836310,1105,4820096646.0,1,0,1507
TASK,6299836310,1106,7780688.0,1,0,1508
TASK,6299836310,1107,336061524.0,1,0,1509
TASK,6299836310,1108,3269576045.0,1,0,1510
TASK,6299873574,0,351613874.0,4,4,1511
TASK,515042969,3,2197862016.0,1,0,1512
TASK,515042969,14,317495556.0,1,0,1513
TASK,515042969,2,323143777.0,1,0,1514
TASK,515042969,16,336052738.0,1,0,1515
TASK,6277511984,222,938547280.0,2,0,,1516
TASK,6300360285,0,705771.0,1,0,1517
TASK,6300262003,66,21.0,4,4,1518
TASK,515042969,0,567596.0,1,0,1519
TASK,515042969,3,554297904.0,1,0,1520
TASK,515042969,4,4238204669.0,1,0,1521
TASK,515042969,8,906240.0,1,0,1522
TASK,515042969,19,317302934.0,1,0,1523
TASK,515042969,22,448456310.0,1,0,1524
TASK,515042969,26,662207.0,1,0,1525
TASK,515042969,9,376211497.0,1,0,1526
TASK,6300354677,0,905775.0,4,8,1527
TASK,6300357508,0,3812356908.0,4,1,1528
TASK,515042969,16,6569452.0,1,0,1529
TASK,515042969,6,929532357.0,1,0,1530
TASK,515042969,13,5413356793.0,1,0,1531
TASK,515042969,14,317471619.0,1,0,1532
TASK,515042969,25,351627477.0,1,0,1533
TASK,6300360511,0,82989074.0,4,0,1534
TASK,515042969,17,2349496822.0,1,0,1535
TASK,6300303713,266,563574327.0,4,0,1536
TASK,515042969,11,2110870765.0,1,0,1537
TASK,515042969,21,4374507184.0,1,0,1538
TASK,6299003984,5,284785468.0,4,4,1539
TASK,515042969,5,554297904.0,1,0,1540
TASK,515042969,1,906240.0,1,0,1541
TASK,6300303713,1393,1429179525.0,4,0,1542
TASK,6300303713,130,2197319976.0,4,0,1543
TASK,6300303713,1903,4478867098.0,4,0,1544
TASK,6236432374,20,1436466633.0,3,2,1545
TASK,515042969,12,6569452.0,1,0,1546
TASK,6236432374,20,294963314.0,1,2,1547
TASK,515042969,20,929532357.0,1,0,1548
TASK,515042969,7,4820221388.0,1,0,1549
TASK,515042969,10,1436387322.0,1,0,1550
TASK,6300361512,0,797310502.0,1,1,1551
TASK,515042969,23,288787745.0,1,0,1552
TASK,515042969,24,115245415.0,1,0,1553
TASK,6300361579,0,1479041828.0,1,9,1554
TASK,6300360567,0,6608635.0,1,4,1555
TASK,515042969,2,564425762.0,1,0,1556
TASK,515042969,18,317495521.0,1,0,1557
TASK,6299003984,7,38752797.0,4,4,1558
TASK,6299003836,0,1215174106.0,4,8,1559
TASK,6299003984,0,766659.0,5,4,1560
TASK,6299003984,1,216881165.0,5,4,1561
TASK,6299003984,2,1697590.0,5,4,1562
TASK,6299003984,3,710975.0,5,4,1563
TASK,6299003984,4,4469366776.0,5,4,1564
TASK,6299003984,6,379076362.0,5,4,1565
TASK,6299003984,8,38680697.0,5,4,1566
TASK,6299003984,9,905636.0,5,4,1567
TASK,6299003984,10,705777.0,5,4,1568
TASK,6299003984,99,798456619.0,5,4,1569
TASK,6299003984,123,1301723.0,5,4,1570
TASK,6299003984,154,6608804.0,5,4,1571
TASK,6299003984,172,6640085.0,5,4,1572
TASK,6299003984,182,2648834412.0,5,4,1573
TASK,6299003984,196,318350723.0,5,4,1574
TASK,6299003984,239,4820096633.0,5,4,1575
TASK,6299003984,266,1338895.0,5,4,1576
TASK,6299003984,286,32056252.0,5,4,1577
TASK,6299003984,295,1436786540.0,5,4,1578
TASK,6299003984,299,4089026711.0,5,4,1579
TASK,6299003984,303,778495822.0,5,4,1580
TASK,6299003984,316,1319475918.0,5,4,1581
TASK,6299003984,323,704567268.0,5,4,1582
TASK,6299003984,333,317495544.0,5,4,1583
TASK,6299003984,335,711813.0,5,4,1584
TASK,6299003984,363,1436523415.0,5,4,1585
TASK,6299003984,366,766891167.0,5,4,1586
TASK,6299003984,377,351664198.0,5,4,1587
TASK,6299003984,432,351653578.0,5,4,1588
TASK,6299003984,445,4304051942.0,5,4,1589
TASK,6299003984,487,257337199.0,5,4,1590
TASK,6299003984,491,907081.0,5,4,1591
TASK,6299004594,34,4820204870.0,5,4,1592
TASK,6299005165,0,854675755.0,5,0,1593
TASK,6300283563,1209,4820096633.0,1,0,1594
TASK,515042969,26,599605.0,1,0,1595
TASK,515042969,22,3384423818.0,1,0,1596
TASK,6300283563,1210,448456310.0,1,0,1597
TASK,6300303713,835,1324950.0,4,0,1598
TASK,6299971705,271,376240400.0,3,0,1599
TASK,4872450645,0,4820365604.0,3,9,1600
TASK,5846585290,2,372629248.0,3,1,1601
TASK,515042969,9,1322356.0,1,0,1602
TASK,515042969,19,294793946.0,1,0,1603
TASK,6299971705,271,257341282.0,1,0,1604
TASK,6300283563,1211,376211497.0,1,0,1605
TASK,5846585290,2,340153834.0,1,1,1606
TASK,515042969,6,305376342.0,1,0,1607
TASK,515042969,20,67.0,1,0,1608
TASK,6277511984,256,4820365604.0,1,0,1609
TASK,6277511984,1090,4820365604.0,1,0,1610
TASK,6300283563,1212,4820365604.0,1,0,1611
TASK,515042969,1,294771538.0,1,0,1612
TASK,515042969,3,294823361.0,1,0,1613
TASK,515042969,4,1271373.0,1,0,1614
TASK,515042969,5,294493005.0,1,0,1615
TASK,515042969,8,283968648.0,1,0,1616
TASK,6300354710,0,772638512.0,4,8,1617
TASK,4121195473,0,988906.0,5,10,1618
TASK,6300303713,58,294847093.0,4,0,1619
TASK,515042969,12,323143777.0,1,0,1620
TASK,515042969,16,4238486128.0,1,0,1621
TASK,515042969,17,294772044.0,1,0,1622
TASK,6300283563,1213,6569452.0,1,0,1623
TASK,4121195473,0,708486758.0,1,10,1624
TASK,5843346837,0,431035546.0,3,1,1625
TASK,515042969,14,317346425.0,1,0,1626
TASK,5843346837,0,38746124.0,1,1,1627
TASK,515042969,13,1338895.0,1,0,1628
TASK,515042969,21,788315163.0,1,0,1629
TASK,515042969,25,38670060.0,1,0,1630
TASK,6300283563,1214,351627477.0,1,0,1631
TASK,515042969,10,4246069792.0,1,0,1632
TASK,515042969,11,3550423374.0,1,0,1633
TASK,6300361579,0,1479041828.0,4,9,1634
TASK,6300303713,349,988707.0,4,0,1635
TASK,6300303713,1930,38731839.0,4,0,1636
TASK,515042969,2,4820018672.0,1,0,1637
TASK,515042969,24,1304240.0,1,0,1638
TASK,6300283563,1215,115245415.0,1,0,1639
TASK,6300361512,0,797310502.0,4,1,1640
TASK,6274166915,0,257338293.0,3,9,1641
TASK,6300303713,2103,908056.0,4,0,1642
TASK,515042969,23,431039296.0,1,0,1643
TASK,6274166915,0,294894047.0,1,9,1644
TASK,515042969,7,372629248.0,1,0,1645
TASK,698645235,0,6607770.0,3,9,1646
TASK,515042969,9,32085966.0,1,0,1647
TASK,6277511984,1870,4820140159.0,2,0,1648
TASK,6277511984,1872,4820140159.0,2,0,1649
TASK,6277511984,2011,4820140159.0,2,0,1650
TASK,6277511984,1871,4820140159.0,2,0,1651
TASK,6277511984,1873,4820140159.0,2,0,1652
TASK,6277511984,2012,4820140159.0,2,0,1653
TASK,4872450645,0,4820140159.0,1,9,1654
TASK,698645235,0,257348926.0,1,9,1655
TASK,6299002526,0,1429144447.0,4,4,1656
TASK,515042969,20,308148250.0,1,0,1657
TASK,515042969,1,2851289.0,1,0,1658
TASK,515042969,4,353713140.0,1,0,1659
TASK,515042969,6,317302934.0,1,0,1660
TASK,6300303713,1103,4699732296.0,4,0,1661
TASK,6300303713,1446,908187.0,4,0,1662
TASK,515042969,19,705771.0,1,0,1663
TASK,515042969,22,3725407388.0,1,0,1664
TASK,515042969,26,227419572.0,1,0,1665
TASK,515042969,3,4820110437.0,1,0,1666
TASK,515042969,17,4820320313.0,1,0,1667
TASK,515042969,18,346894214.0,1,0,1668
TASK,515042969,24,38659515.0,1,0,1669
TASK,6300303713,1254,97923394.0,4,0,1670
TASK,515042969,11,294816718.0,1,0,1671
TASK,4857081234,145,351614546.0,2,2,1672
TASK,515042969,5,317497797.0,1,0,1673
TASK,515042969,16,400426618.0,1,0,1674
TASK,6300303713,1613,1269986.0,4,0,1675
TASK,515042969,19,705771.0,5,0,1676
TASK,515042969,14,2113205802.0,1,0,1677
TASK,515042969,19,3829903.0,1,0,1678
TASK,6300303713,1858,854198806.0,4,0,1679
TASK,515042969,8,6568018.0,1,0,1680
TASK,515042969,12,3829903.0,1,0,1681
TASK,6300283563,1216,257512310.0,1,0,1682
TASK,6300303713,1968,38660233.0,4,0,1683
TASK,6300303713,1626,228617434.0,4,0,1684
TASK,515042969,23,4374507184.0,1,0,1685
TASK,515042969,25,3935488540.0,1,0,1686
TASK,6300303713,2092,3935488540.0,4,0,1687
TASK,6299971705,1122,1436372991.0,3,0,1688
TASK,6295625749,22,6567474.0,3,1,1689
TASK,6294306549,193,258702890.0,2,0,1690
TASK,6299971705,1122,317497336.0,1,0,1691
TASK,6294306549,193,38739689.0,1,0,1692
TASK,515042969,10,317346425.0,1,0,1693
TASK,6300303713,1435,317488487.0,4,0,1694
TASK,6300358576,0,38735208.0,4,8,1695
TASK,6294306549,6,257338196.0,2,0,1696
TASK,6294306549,6,2096751984.0,1,0,1697
TASK,6236432122,9,4596235621.0,3,2,1698
TASK,6300362848,0,4217813295.0,1,4,1699
TASK,6236432122,9,1436298010.0,1,2,1700
TASK,515042969,7,67.0,1,0,1701
TASK,515042969,13,1436791015.0,1,0,1702
TASK,6274166915,0,294894047.0,3,9,1703
TASK,515042969,21,6566561.0,1,0,1704
TASK,6274166915,0,351642813.0,1,9,1705
TASK,515042969,1,4820221388.0,1,0,1706
TASK,515042969,2,1436387322.0,1,0,1707
TASK,6300360285,0,705771.0,2,0,,1708
TASK,6277511984,1741,1094593.0,1,0,1709
TASK,6300503230,0,907974.0,1,0,1710
TASK,6300503230,1,32054995.0,1,0,1711
TASK,6300503230,2,1094138.0,1,0,1712
TASK,6300427573,10,305376342.0,4,4,1713
TASK,6300427573,72,484509737.0,4,4,1714
TASK,6300427573,9,5771519.0,4,4,1715
TASK,515042969,3,1094593.0,1,0,1716
TASK,515042969,9,6567815.0,1,0,1717
TASK,515042969,16,317469490.0,1,0,1718
TASK,515042969,22,351652783.0,1,0,1719
TASK,515042969,23,30789464.0,1,0,1720
TASK,6300427573,45,1436357152.0,4,4,1721
TASK,6300303713,1515,621358359.0,4,0,1722
TASK,6300427573,30,4088925518.0,4,4,1723
TASK,6300412085,316,564481798.0,4,4,1724
TASK,515042969,3,1094593.0,5,0,1725
TASK,6277511984,1739,1094593.0,2,0,,1726
TASK,6277511984,2193,3689296354.0,1,0,1727
TASK,6300303713,2062,46887796.0,4,0,1728
TASK,6299996626,973,3181310997.0,4,1,1729
TASK,515042969,17,317278642.0,1,0,1730
TASK,5921809619,497,4820013686.0,2,0,1731
TASK,6300545003,0,4154190975.0,1,1,1732
TASK,515042969,26,7776876.0,1,0,1733
TASK,6299996626,1858,351653602.0,4,1,1734
TASK,515042969,15,4867745523.0,1,0,1735
TASK,5921809619,497,6567482.0,1,0,1736
TASK,515042969,0,4820138112.0,1,0,1737
TASK,515042969,10,294895252.0,1,0,1738
TASK,515042969,23,2054974398.0,1,0,1739
TASK,515042969,4,1340060.0,1,0,1740
TASK,515042969,9,5015682200.0,1,0,1741
TASK,515042969,16,7777379.0,1,0,1742
TASK,515042969,19,4820003318.0,1,0,1743
TASK,515042969,24,4469352688.0,1,0,1744
